ID_Reservasi,Rute,Tanggal,Tipe_Reservasi,Nama,No_HP,Jumlah_Penumpang,Waktu_Penjemputan,Alamat_Jemput,Kendaraan,Harga,Airlines_Code,Airlines_Company,Departure_Airport,Arrival_Airport,Durasi,Alamat_Antar
KR-0113,MALANG-JUANDA,23-03-2024,reguler,Tgk. Prasetyo Dabukke,08594706875,3,11:44,"Jl. Gang Medokan Ayu No. 218, MALANG",S-2,540000,QG,Citilink,Malang International Airport,Juanda International Airport,,
KR-0114,MALANG-SURABAYA,11-09-2025,charter_harian,Cakrajiya Wulandari,08411196637,6,17:02,"Jl. Gang Tebet Barat Dalam No. 29, MALANG",Z-1,1500000,,,,,8.0,"Jl. Jl. Setiabudhi No. 26, SURABAYA"
KR-0115,SURABAYA-MALANG,14-02-2024,charter_harian,Salsabila Prasasta,08773762742,10,15:40,"Jl. Jl. Laswi No. 159, SURABAYA",Z-1,1200000,,,,,4.0,"Jl. Jalan Ahmad Yani No. 109, MALANG"
KR-0116,JUANDA-MALANG,20-03-2025,charter_drop,R. Rini Setiawan,08054504353,8,05:41,"Jl. Jl. Rungkut Industri No. 72, JUANDA",X-2,545000,GA,Garuda Indonesia,Juanda International Airport,Malang International Airport,,
KR-0117,SURABAYA-MALANG,17-08-2025,charter_harian,drg. Calista Sihombing,08429964878,8,08:48,"Jl. Jalan Rawamangun No. 94, SURABAYA",H-2,1000000,,,,,6.0,"Jl. Gg. Kutisari Selatan No. 143, MALANG"
KR-0118,JUANDA-MALANG,16-02-2024,charter_drop,Mutia Palastri,08605716127,1,03:18,"Jl. Gg. Rajiman No. 102, JUANDA",H-2,395000,SJ,Sriwijaya Air,Juanda International Airport,Malang International Airport,,
KR-0119,SURABAYA-MALANG,11-04-2025,charter_harian,KH. Akarsana Nugroho,08309560021,9,07:11,"Jl. Gang Rajiman No. 212, SURABAYA",H-2,1200000,,,,,5.0,"Jl. Gg. Raya Ujungberung No. 133, MALANG"
KR-0120,MALANG-JUANDA,01-12-2024,charter_drop,Marsito Safitri,08575045157,4,16:25,"Jl. Jl. Kapten Muslihat No. 51, MALANG",H-2,445000,ID,Batik Air,Malang International Airport,Juanda International Airport,,
KR-0121,JUANDA-MALANG,24-08-2025,charter_drop,KH. Kasusra Nuraini,08455147308,4,23:16,"Jl. Gg. Wonoayu No. 97, JUANDA",H-2,595000,QG,Citilink,Juanda International Airport,Malang International Airport,,
KR-0122,SURABAYA-MALANG,27-01-2024,charter_harian,Ida Zulkarnain,08495106216,5,22:53,"Jl. Jalan Kutai No. 174, SURABAYA",Z-1,1350000,,,,,5.0,"Jl. Jl. Medokan Ayu No. 171, MALANG"
KR-0123,MALANG-SURABAYA,15-12-2024,charter_harian,R.A. Sari Budiyanto,08307441753,6,11:12,"Jl. Gang Suryakencana No. 78, MALANG",H-2,1200000,,,,,1.0,"Jl. Jl. Suniaraja No. 33, SURABAYA"
KR-0124,JUANDA-MALANG,21-11-2025,reguler,Emil Manullang,08212176473,8,23:23,"Jl. Gg. Otto Iskandardinata No. 25, JUANDA",H-2,1715000,SJ,Sriwijaya Air,Juanda International Airport,Malang International Airport,,
KR-0125,MALANG-JUANDA,24-10-2025,charter_drop,"Satya Napitupulu, S.I.Kom",08232843941,2,16:44,"Jl. Jl. Kendalsari No. 83, MALANG",H-2,395000,SJ,Sriwijaya Air,Malang International Airport,Juanda International Airport,,
KR-0126,MALANG-SURABAYA,24-10-2025,charter_harian,"Lulut Puspita, S.Psi",08043785228,5,23:27,"Jl. Gang Jamika No. 209, MALANG",H-2,1650000,,,,,7.0,"Jl. Jl. Merdeka No. 10, SURABAYA"
KR-0127,MALANG-SURABAYA,07-05-2025,charter_harian,Daliman Widodo,08444315567,10,07:11,"Jl. Gang Moch. Toha No. 66, MALANG",V-51,1000000,,,,,8.0,"Jl. Gang Pasir Koja No. 161, SURABAYA"
KR-0128,JUANDA-MALANG,15-08-2024,reguler,Nilam Hutasoit,08854320076,9,12:23,"Jl. Gang Jakarta No. 266, JUANDA",H-2,1770000,AK,AirAsia,Juanda International Airport,Malang International Airport,,
KR-0129,JUANDA-MALANG,02-04-2024,charter_drop,"Bahuraksa Usamah, S.Pd",08489169643,7,12:02,"Jl. Gang Rajawali Barat No. 198, JUANDA",H-2,520000,QZ,AirAsia Indonesia,Juanda International Airport,Malang International Airport,,
KR-0130,MALANG-SURABAYA,09-05-2024,charter_harian,Zaenab Fujiati,08961202515,6,06:27,"Jl. Jl. Surapati No. 216, MALANG",S-2,1500000,,,,,9.0,"Jl. Jalan Stasiun Wonokromo No. 27, SURABAYA"
KR-0131,MALANG-SURABAYA,17-11-2025,charter_harian,"Drs. Dadi Kurniawan, S.IP",08135475158,4,01:01,"Jl. Gg. Sukabumi No. 80, MALANG",S-2,1800000,,,,,4.0,"Jl. Gg. Bangka Raya No. 110, SURABAYA"
KR-0132,MALANG-SURABAYA,14-01-2024,charter_harian,Syahrini Suwarno,08455091747,2,15:28,"Jl. Jl. Ciumbuleuit No. 14, MALANG",H-2,1200000,,,,,7.0,"Jl. Jalan Kiaracondong No. 225, SURABAYA"
KR-0133,JUANDA-MALANG,13-10-2025,reguler,Hj. Ifa Yolanda,08919031335,6,19:12,"Jl. Gang Bangka Raya No. 149, JUANDA",Z-1,1205000,QZ,AirAsia Indonesia,Juanda International Airport,Malang International Airport,,
KR-0134,MALANG-SURABAYA,04-01-2025,charter_harian,Embuh Suryono,08085778712,9,02:55,"Jl. Gg. Gegerkalong Hilir No. 163, MALANG",V-52,1800000,,,,,4.0,"Jl. Gang M.H Thamrin No. 79, SURABAYA"
KR-0135,MALANG-JUANDA,20-02-2025,reguler,Jasmin Mansur,08151022905,7,18:14,"Jl. Jalan Dipenogoro No. 64, MALANG",Z-1,1410000,QG,Citilink,Malang International Airport,Juanda International Airport,,
KR-0136,MALANG-SURABAYA,17-05-2025,charter_harian,Eja Susanti,08933243927,7,00:18,"Jl. Gang Cikutra Barat No. 217, MALANG",Z-1,1500000,,,,,6.0,"Jl. Gang Antapani Lama No. 276, SURABAYA"
KR-0137,JUANDA-MALANG,13-04-2024,reguler,Puji Agustina,08984994858,10,20:47,"Jl. Gang R.E Martadinata No. 64, JUANDA",R-1,2075000,GA,Garuda Indonesia,Juanda International Airport,Malang International Airport,,
KR-0138,SURABAYA-MALANG,15-02-2024,charter_harian,"Kiandra Uyainah, S.E.I",08702683993,6,05:29,"Jl. Gang Antapani Lama No. 219, SURABAYA",H-2,1000000,,,,,5.0,"Jl. Jl. Soekarno Hatta No. 123, MALANG"
KR-0139,SURABAYA-MALANG,22-10-2024,charter_harian,Aswani Hutagalung,08422696978,6,21:04,"Jl. Gang Kutisari Selatan No. 37, SURABAYA",Z-1,1100000,,,,,7.0,"Jl. Jalan Tubagus Ismail No. 203, MALANG"
KR-0140,MALANG-SURABAYA,05-05-2024,charter_harian,R.M. Satya Saefullah,08244446021,6,00:02,"Jl. Gang Rajawali Barat No. 133, MALANG",Z-1,1200000,,,,,3.0,"Jl. Jl. Stasiun Wonokromo No. 244, SURABAYA"
KR-0141,JUANDA-MALANG,21-07-2024,charter_drop,Juli Susanti,08110603148,10,23:51,"Jl. Jl. Ciwastra No. 182, JUANDA",X-2,745000,GA,Garuda Indonesia,Juanda International Airport,Malang International Airport,,
KR-0142,SURABAYA-MALANG,02-04-2024,charter_harian,Kania Pranowo,08688368400,5,19:26,"Jl. Jalan Ciwastra No. 216, SURABAYA",H-2,1550000,,,,,5.0,"Jl. Gang Ronggowarsito No. 119, MALANG"
KR-0143,JUANDA-MALANG,16-11-2025,reguler,drg. Nabila Hutapea,08094717001,2,13:12,"Jl. Gg. Kiaracondong No. 156, JUANDA",Z-1,360000,JT,Lion Air,Juanda International Airport,Malang International Airport,,
KR-0144,JUANDA-MALANG,28-03-2024,reguler,Raden Mayasari,08880709149,5,12:12,"Jl. Jalan Tubagus Ismail No. 222, JUANDA",Z-1,950000,QZ,AirAsia Indonesia,Juanda International Airport,Malang International Airport,,
KR-0145,MALANG-SURABAYA,23-12-2024,charter_harian,H. Gatot Mulyani,08461570180,6,02:26,"Jl. Gang Kapten Muslihat No. 173, MALANG",X-2,1200000,,,,,8.0,"Jl. Gg. Sentot Alibasa No. 242, SURABAYA"
KR-0146,JUANDA-MALANG,06-08-2025,charter_drop,Cut Nabila Kusmawati,08254035165,3,10:00,"Jl. Gg. Medokan Ayu No. 53, JUANDA",Z-1,420000,GA,Garuda Indonesia,Juanda International Airport,Malang International Airport,,
KR-0147,MALANG-JUANDA,05-04-2025,reguler,"Vanya Winarno, M.Kom.",08482306618,5,22:12,"Jl. Jalan Wonoayu No. 238, MALANG",H-2,1150000,QG,Citilink,Malang International Airport,Juanda International Airport,,
KR-0148,SURABAYA-MALANG,14-12-2024,charter_harian,"Puti Tarihoran, M.Ak",08013545507,1,07:34,"Jl. Jl. Kebonjati No. 3, SURABAYA",H-2,1000000,,,,,6.0,"Jl. Gang Rajiman No. 23, MALANG"
KR-0149,SURABAYA-MALANG,18-08-2024,charter_harian,Jaiman Mansur,08855222280,1,10:57,"Jl. Jl. Jend. A. Yani No. 84, SURABAYA",S-2,1000000,,,,,10.0,"Jl. Jalan HOS. Cokroaminoto No. 135, MALANG"
KR-0150,JUANDA-MALANG,28-02-2025,charter_drop,Dt. Akarsana Situmorang,08588962765,1,01:23,"Jl. Jl. Kiaracondong No. 294, JUANDA",Z-1,395000,QZ,AirAsia Indonesia,Juanda International Airport,Malang International Airport,,
KR-0151,SURABAYA-MALANG,05-09-2024,charter_harian,Hafshah Hutapea,08513424072,4,19:34,"Jl. Jl. Cikutra Timur No. 15, SURABAYA",V-51,1550000,,,,,8.0,"Jl. Jl. Setiabudhi No. 223, MALANG"
KR-0152,SURABAYA-MALANG,11-08-2024,charter_harian,Winda Budiyanto,08435879976,3,05:25,"Jl. Gang Raya Ujungberung No. 34, SURABAYA",H-2,1200000,,,,,3.0,"Jl. Jl. Yos Sudarso No. 257, MALANG"
KR-0153,SURABAYA-MALANG,15-01-2024,charter_harian,"Raina Nainggolan, S.H.",08414070138,3,14:09,"Jl. Gang Rungkut Industri No. 52, SURABAYA",Z-1,1500000,,,,,7.0,"Jl. Gang Kutai No. 223, MALANG"
KR-0154,MALANG-SURABAYA,11-04-2024,charter_harian,"Sutan Gandewa Mangunsong, S.E.I",08538714174,1,22:24,"Jl. Gang Kapten Muslihat No. 89, MALANG",Z-1,1150000,,,,,9.0,"Jl. Gang Kebonjati No. 13, SURABAYA"
KR-0155,MALANG-JUANDA,24-10-2024,charter_drop,Prasetya Lestari,08091575446,2,09:57,"Jl. Jalan Veteran No. 238, MALANG",X-2,395000,QZ,AirAsia Indonesia,Malang International Airport,Juanda International Airport,,
KR-0156,MALANG-SURABAYA,28-04-2024,charter_harian,Tantri Budiman,08743398262,3,06:30,"Jl. Gg. W.R. Supratman No. 47, MALANG",V-50,1200000,,,,,9.0,"Jl. Jalan Siliwangi No. 153, SURABAYA"
KR-0157,MALANG-JUANDA,07-05-2024,charter_drop,"R. Eko Nashiruddin, M.Pd",08477854241,10,03:24,"Jl. Jalan Tebet Barat Dalam No. 279, MALANG",H-2,595000,JT,Lion Air,Malang International Airport,Juanda International Airport,,
KR-0158,MALANG-JUANDA,12-07-2024,charter_drop,Lili Yuliarti,08764091996,9,12:25,"Jl. Jalan Rajiman No. 210, MALANG",Z-1,570000,QG,Citilink,Malang International Airport,Juanda International Airport,,
KR-0159,MALANG-JUANDA,20-12-2024,charter_drop,Kadir Hidayat,08884570666,6,03:43,"Jl. Jl. Jakarta No. 148, MALANG",V-50,495000,AK,AirAsia,Malang International Airport,Juanda International Airport,,
KR-0160,SURABAYA-MALANG,13-05-2025,charter_harian,Adika Rajata,08467595957,1,20:24,"Jl. Jalan Rajawali Barat No. 248, SURABAYA",Z-1,1300000,,,,,1.0,"Jl. Jalan Kutai No. 148, MALANG"
KR-0161,MALANG-JUANDA,20-05-2024,reguler,Ajimat Hutapea,08712826842,8,16:40,"Jl. Gg. Cihampelas No. 278, MALANG",H-2,1565000,QZ,AirAsia Indonesia,Malang International Airport,Juanda International Airport,,
KR-0162,JUANDA-MALANG,08-05-2025,charter_drop,Yance Kurniawan,08510683188,8,10:07,"Jl. Gang K.H. Wahid Hasyim No. 157, JUANDA",H-2,545000,OD,Batik Air Malaysia/Malindo,Juanda International Airport,Malang International Airport,,
KR-0163,MALANG-SURABAYA,28-07-2025,charter_harian,"Laksana Saputra, M.M.",08060304090,7,14:42,"Jl. Jl. PHH. Mustofa No. 231, MALANG",R-1,1500000,,,,,9.0,"Jl. Gang HOS. Cokroaminoto No. 135, SURABAYA"
KR-0164,MALANG-JUANDA,10-12-2024,charter_drop,Yulia Suryono,08329959500,9,21:41,"Jl. Gang Erlangga No. 103, MALANG",H-2,670000,QG,Citilink,Malang International Airport,Juanda International Airport,,
KR-0165,MALANG-SURABAYA,10-11-2024,charter_harian,Lanang Mulyani,08231937574,8,13:08,"Jl. Gg. Ahmad Yani No. 9, MALANG",Z-1,650000,,,,,7.0,"Jl. Jl. Pasirkoja No. 290, SURABAYA"
KR-0166,MALANG-SURABAYA,10-03-2025,charter_harian,Chelsea Tamba,08715940071,6,02:45,"Jl. Jalan Jamika No. 267, MALANG",H-2,1500000,,,,,7.0,"Jl. Gg. Pelajar Pejuang No. 250, SURABAYA"
KR-0167,MALANG-SURABAYA,12-10-2025,charter_harian,Wawan Utami,08524951770,4,20:02,"Jl. Gang BKR No. 86, MALANG",H-2,1300000,,,,,9.0,"Jl. Jl. Merdeka No. 9, SURABAYA"
KR-0168,SURABAYA-MALANG,13-09-2025,charter_harian,Ir. Raharja Rahmawati,08542330159,1,07:26,"Jl. Jalan Sukajadi No. 273, SURABAYA",H-2,1000000,,,,,5.0,"Jl. Jalan Ahmad Yani No. 169, MALANG"
KR-0169,MALANG-SURABAYA,18-09-2025,charter_harian,Jasmin Halimah,08489223858,5,05:37,"Jl. Jl. Sukajadi No. 21, MALANG",V-52,1200000,,,,,10.0,"Jl. Jalan Otto Iskandardinata No. 101, SURABAYA"
KR-0170,JUANDA-MALANG,28-07-2025,charter_drop,"Tgk. Labuh Hastuti, S.Ked",08313850777,9,19:33,"Jl. Jl. Sentot Alibasa No. 113, JUANDA",Z-1,620000,QZ,AirAsia Indonesia,Juanda International Airport,Malang International Airport,,
KR-0171,MALANG-JUANDA,26-04-2024,reguler,"R. Enteng Sudiati, S.Kom",08907220493,1,10:52,"Jl. Gg. M.T Haryono No. 191, MALANG",R-1,180000,JT,Lion Air,Malang International Airport,Juanda International Airport,,
KR-0172,MALANG-JUANDA,14-10-2025,charter_drop,"Mujur Lailasari, M.TI.",08731112946,3,14:24,"Jl. Gang S. Parman No. 256, MALANG",R-1,420000,QZ,AirAsia Indonesia,Malang International Airport,Juanda International Airport,,
KR-0173,SURABAYA-MALANG,15-12-2024,charter_harian,"Jumadi Maheswara, M.Pd",08920169904,3,05:56,"Jl. Gg. Ronggowarsito No. 187, SURABAYA",H-2,1200000,,,,,9.0,"Jl. Jalan Bangka Raya No. 47, MALANG"
KR-0174,MALANG-SURABAYA,10-09-2025,charter_harian,"Tgk. Raisa Pradana, S.Kom",08383213465,2,18:25,"Jl. Gg. Indragiri No. 152, MALANG",H-2,1850000,,,,,3.0,"Jl. Jalan KH Amin Jasuta No. 139, SURABAYA"
KR-0175,JUANDA-MALANG,31-03-2024,charter_drop,Ciaobella Pranowo,08384150327,9,08:38,"Jl. Jalan Gedebage Selatan No. 286, JUANDA",H-2,570000,QG,Citilink,Juanda International Airport,Malang International Airport,,
KR-0176,JUANDA-MALANG,08-02-2025,reguler,"Hj. Aurora Winarno, M.Ak",08713135089,7,20:32,"Jl. Gg. Abdul Muis No. 107, JUANDA",H-2,1460000,AK,AirAsia,Juanda International Airport,Malang International Airport,,
KR-0177,JUANDA-MALANG,20-08-2025,charter_drop,R. Talia Tampubolon,08113794548,4,16:54,"Jl. Jl. Kapten Muslihat No. 177, JUANDA",H-2,445000,QZ,AirAsia Indonesia,Juanda International Airport,Malang International Airport,,
KR-0178,MALANG-SURABAYA,11-12-2024,charter_harian,Drs. Salman Utami,08854389236,6,09:31,"Jl. Jl. Kutai No. 287, MALANG",H-2,1500000,,,,,8.0,"Jl. Jalan Suryakencana No. 242, SURABAYA"
KR-0179,MALANG-SURABAYA,07-11-2025,charter_harian,"R.A. Ajeng Simanjuntak, M.Kom.",08396035603,1,10:42,"Jl. Gg. Laswi No. 111, MALANG",H-2,1200000,,,,,8.0,"Jl. Gg. Soekarno Hatta No. 7, SURABAYA"
KR-0180,MALANG-JUANDA,24-09-2024,charter_drop,R. Lili Prasetyo,08526408256,10,19:31,"Jl. Jl. Pasteur No. 249, MALANG",Z-1,645000,GA,Garuda Indonesia,Malang International Airport,Juanda International Airport,,
KR-0181,MALANG-JUANDA,24-04-2024,reguler,"Gasti Suryono, M.M.",08615828344,10,15:08,"Jl. Gang Astana Anyar No. 246, MALANG",H-2,1975000,AK,AirAsia,Malang International Airport,Juanda International Airport,,
KR-0182,MALANG-SURABAYA,31-05-2024,charter_harian,Hani Handayani,08750881909,9,11:09,"Jl. Jl. Asia Afrika No. 208, MALANG",Z-1,1200000,,,,,4.0,"Jl. Jalan Otto Iskandardinata No. 271, SURABAYA"
KR-0183,MALANG-SURABAYA,05-09-2025,charter_harian,Jelita Purnawati,08354616275,4,22:15,"Jl. Jl. Raya Ujungberung No. 169, MALANG",H-2,1650000,,,,,4.0,"Jl. Jl. K.H. Wahid Hasyim No. 65, SURABAYA"
KR-0184,MALANG-JUANDA,21-08-2024,reguler,"Danang Palastri, S.T.",08419856808,5,15:14,"Jl. Gg. Antapani Lama No. 125, MALANG",H-2,950000,ID,Batik Air,Malang International Airport,Juanda International Airport,,
KR-0185,SURABAYA-MALANG,04-08-2025,charter_harian,Karen Yolanda,08488917465,1,13:12,"Jl. Jl. Jend. Sudirman No. 190, SURABAYA",H-2,1200000,,,,,5.0,"Jl. Jl. Jamika No. 231, MALANG"
KR-0186,SURABAYA-MALANG,24-12-2024,charter_harian,"R. Maya Winarno, S.H.",08259512608,7,20:29,"Jl. Jl. Pasir Koja No. 122, SURABAYA",V-52,1300000,,,,,5.0,"Jl. Gg. Dipatiukur No. 127, MALANG"
KR-0187,JUANDA-MALANG,07-09-2025,reguler,Dr. Tami Palastri,08738619939,7,02:18,"Jl. Jalan Indragiri No. 17, JUANDA",S-2,1360000,QG,Citilink,Juanda International Airport,Malang International Airport,,
KR-0188,MALANG-SURABAYA,10-05-2025,charter_harian,"Najwa Susanti, S.Psi",08106729172,7,04:00,"Jl. Jalan Kutai No. 9, MALANG",Z-1,1200000,,,,,9.0,"Jl. Gg. Rajawali Barat No. 146, SURABAYA"
KR-0189,SURABAYA-MALANG,04-11-2024,charter_harian,Lurhur Narpati,08542117069,5,20:08,"Jl. Jalan Joyoboyo No. 68, SURABAYA",H-2,1600000,,,,,10.0,"Jl. Gang Ahmad Dahlan No. 120, MALANG"
KR-0190,SURABAYA-MALANG,22-06-2025,charter_harian,"Cut Ani Saputra, S.E.",08873357050,9,14:04,"Jl. Jl. Ir. H. Djuanda No. 110, SURABAYA",V-52,1200000,,,,,5.0,"Jl. Jalan Rawamangun No. 2, MALANG"
KR-0191,MALANG-SURABAYA,20-09-2025,charter_harian,"Latif Hariyah, S.E.",08532527816,10,21:44,"Jl. Jalan Moch. Ramdan No. 112, MALANG",Z-1,1100000,,,,,8.0,"Jl. Gang Cikutra Timur No. 91, SURABAYA"
KR-0192,MALANG-JUANDA,27-10-2025,charter_drop,"Galiono Hariyah, S.Sos",08424665152,9,00:52,"Jl. Gg. Gardujati No. 253, MALANG",H-2,570000,JT,Lion Air,Malang International Airport,Juanda International Airport,,
KR-0193,SURABAYA-MALANG,29-09-2024,charter_harian,Pranata Halim,08389634987,3,21:03,"Jl. Gang Waringin No. 227, SURABAYA",H-2,1300000,,,,,1.0,"Jl. Jl. W.R. Supratman No. 155, MALANG"
KR-0194,MALANG-JUANDA,13-08-2024,reguler,Saiful Simbolon,08594669131,8,01:49,"Jl. Gg. Cihampelas No. 152, MALANG",H-2,1565000,QZ,AirAsia Indonesia,Malang International Airport,Juanda International Airport,,
KR-0195,SURABAYA-MALANG,08-06-2025,charter_harian,"Rika Pangestu, M.TI.",08885051039,5,19:24,"Jl. Jalan Dr. Djunjunan No. 205, SURABAYA",Z-1,1050000,,,,,4.0,"Jl. Jl. Kutisari Selatan No. 229, MALANG"
KR-0196,SURABAYA-MALANG,28-11-2025,charter_harian,R. Jamalia Wahyuni,08754107913,4,05:47,"Jl. Gg. Merdeka No. 277, SURABAYA",Z-1,1800000,,,,,1.0,"Jl. Gang Bangka Raya No. 224, MALANG"
KR-0197,MALANG-JUANDA,07-06-2024,reguler,Unjani Hastuti,08206645206,10,18:28,"Jl. Gg. Cihampelas No. 297, MALANG",H-2,2025000,GA,Garuda Indonesia,Malang International Airport,Juanda International Airport,,
KR-0198,MALANG-JUANDA,26-01-2024,charter_drop,drg. Gasti Simbolon,08708340728,9,21:46,"Jl. Jl. KH Amin Jasuta No. 118, MALANG",V-50,670000,ID,Batik Air,Malang International Airport,Juanda International Airport,,
KR-0199,SURABAYA-MALANG,28-06-2024,charter_harian,"Lanang Laksita, S.Psi",08215880958,5,13:42,"Jl. Jalan Soekarno Hatta No. 127, SURABAYA",Z-1,1000000,,,,,6.0,"Jl. Gang Kiaracondong No. 99, MALANG"
KR-0200,JUANDA-MALANG,19-07-2024,charter_drop,Wani Widodo,08248848197,3,19:48,"Jl. Jl. Ahmad Yani No. 152, JUANDA",X-2,470000,OD,Batik Air Malaysia/Malindo,Juanda International Airport,Malang International Airport,,
KR-0201,SURABAYA-MALANG,17-07-2024,charter_harian,"T. Tugiman Adriansyah, S.Gz",08386542971,5,15:57,"Jl. Gang Kapten Muslihat No. 261, SURABAYA",H-2,1800000,,,,,9.0,"Jl. Gg. BKR No. 94, MALANG"
KR-0202,JUANDA-MALANG,08-09-2025,charter_drop,Septi Zulkarnain,08717114242,6,04:47,"Jl. Jl. Indragiri No. 232, JUANDA",Z-1,495000,QZ,AirAsia Indonesia,Juanda International Airport,Malang International Airport,,
KR-0203,JUANDA-MALANG,17-10-2025,reguler,"Cayadi Ardianto, S.Ked",08714575389,2,16:37,"Jl. Jalan Dr. Djunjunan No. 149, JUANDA",H-2,360000,QG,Citilink,Juanda International Airport,Malang International Airport,,
KR-0204,MALANG-JUANDA,13-07-2025,reguler,Chelsea Haryanto,08892322064,10,22:36,"Jl. Gg. S. Parman No. 12, MALANG",H-2,2125000,QG,Citilink,Malang International Airport,Juanda International Airport,,
KR-0205,MALANG-SURABAYA,28-05-2024,charter_harian,Jelita Simbolon,08819689608,9,05:19,"Jl. Jalan Wonoayu No. 38, MALANG",S-2,1800000,,,,,5.0,"Jl. Jl. Joyoboyo No. 108, SURABAYA"
KR-0206,MALANG-SURABAYA,29-09-2025,charter_harian,drg. Tri Prasetya,08497699655,1,15:42,"Jl. Jl. Dipenogoro No. 189, MALANG",Z-1,650000,,,,,1.0,"Jl. Gang Jayawijaya No. 75, SURABAYA"
KR-0207,MALANG-JUANDA,04-09-2025,reguler,"Dt. Yusuf Kusmawati, S.Gz",08676413821,7,20:16,"Jl. Jl. Kendalsari No. 111, MALANG",Z-1,1460000,ID,Batik Air,Malang International Airport,Juanda International Airport,,
KR-0208,MALANG-SURABAYA,01-11-2025,charter_harian,Lanjar Mansur,08679122816,7,01:10,"Jl. Gg. Merdeka No. 116, MALANG",Z-1,1200000,,,,,7.0,"Jl. Jl. Otto Iskandardinata No. 102, SURABAYA"
KR-0209,JUANDA-MALANG,29-05-2025,reguler,Cakrabuana Marpaung,08989499714,9,23:43,"Jl. Gg. HOS. Cokroaminoto No. 199, JUANDA",H-2,1920000,JT,Lion Air,Juanda International Airport,Malang International Airport,,
KR-0210,JUANDA-MALANG,05-04-2025,reguler,drg. Nalar Astuti,08014819385,9,08:37,"Jl. Jl. Tubagus Ismail No. 229, JUANDA",Z-1,1800000,SJ,Sriwijaya Air,Juanda International Airport,Malang International Airport,,
KR-0211,SURABAYA-MALANG,30-01-2024,charter_harian,Prayogo Najmudin,08296570076,8,19:13,"Jl. Gang Dipatiukur No. 24, SURABAYA",Z-1,1550000,,,,,9.0,"Jl. Gang Pasirkoja No. 70, MALANG"
KR-0212,JUANDA-MALANG,29-09-2024,charter_drop,Safina Suartini,08675731728,6,01:19,"Jl. Jalan Jakarta No. 45, JUANDA",Z-1,495000,SJ,Sriwijaya Air,Juanda International Airport,Malang International Airport,,
KR-0213,MALANG-JUANDA,22-05-2025,charter_drop,Drs. Paulin Hardiansyah,08499218536,9,01:37,"Jl. Jl. Jakarta No. 53, MALANG",Z-1,570000,QG,Citilink,Malang International Airport,Juanda International Airport,,
KR-0214,MALANG-JUANDA,12-07-2024,reguler,"Tgk. Betania Purwanti, S.Kom",08832792899,3,02:36,"Jl. Jl. Bangka Raya No. 64, MALANG",Z-1,540000,AK,AirAsia,Malang International Airport,Juanda International Airport,,
KR-0215,JUANDA-MALANG,01-11-2024,reguler,Shania Simanjuntak,08381623766,8,15:04,"Jl. Gg. Setiabudhi No. 194, JUANDA",V-50,1565000,OD,Batik Air Malaysia/Malindo,Juanda International Airport,Malang International Airport,,
KR-0216,MALANG-JUANDA,23-02-2025,reguler,Queen Sirait,08668751510,8,09:58,"Jl. Gg. Sentot Alibasa No. 183, MALANG",Z-1,1565000,QZ,AirAsia Indonesia,Malang International Airport,Juanda International Airport,,
KR-0217,SURABAYA-MALANG,07-12-2025,charter_harian,"dr. Ciaobella Salahudin, S.Gz",08353127789,8,23:38,"Jl. Gg. Ciumbuleuit No. 149, SURABAYA",H-2,1350000,,,,,10.0,"Jl. Jalan Ahmad Dahlan No. 221, MALANG"
KR-0218,MALANG-JUANDA,25-06-2025,charter_drop,Calista Mahendra,08366663432,3,11:55,"Jl. Gg. W.R. Supratman No. 215, MALANG",Z-1,420000,QZ,AirAsia Indonesia,Malang International Airport,Juanda International Airport,,
KR-0219,SURABAYA-MALANG,06-02-2024,charter_harian,"Adikara Novitasari, S.Farm",08848590131,1,02:35,"Jl. Gang BKR No. 141, SURABAYA",Z-1,1800000,,,,,1.0,"Jl. Gang Moch. Ramdan No. 22, MALANG"
KR-0220,SURABAYA-MALANG,26-06-2024,charter_harian,"Tgk. Yance Maulana, S.Gz",08189128923,7,20:45,"Jl. Jalan Sentot Alibasa No. 185, SURABAYA",H-2,1900000,,,,,5.0,"Jl. Jl. Indragiri No. 249, MALANG"
KR-0221,JUANDA-MALANG,28-01-2024,reguler,"Kadir Wahyuni, S.H.",08340911594,8,16:56,"Jl. Gg. Sentot Alibasa No. 146, JUANDA",H-2,1565000,ID,Batik Air,Juanda International Airport,Malang International Airport,,
KR-0222,MALANG-SURABAYA,12-10-2025,charter_harian,Maimunah Widodo,08066378862,1,12:46,"Jl. Gg. Jamika No. 142, MALANG",H-2,650000,,,,,5.0,"Jl. Jl. PHH. Mustofa No. 216, SURABAYA"
KR-0223,MALANG-SURABAYA,30-01-2025,charter_harian,"Faizah Kusmawati, S.Kom",08370822445,1,10:14,"Jl. Gg. Pacuan Kuda No. 221, MALANG",Z-1,1500000,,,,,8.0,"Jl. Jalan Kapten Muslihat No. 177, SURABAYA"
KR-0224,SURABAYA-MALANG,03-07-2024,charter_harian,Heru Irawan,08914563658,6,03:35,"Jl. Gang Sentot Alibasa No. 83, SURABAYA",V-50,1000000,,,,,10.0,"Jl. Gang Kebonjati No. 89, MALANG"
KR-0225,MALANG-SURABAYA,27-09-2024,charter_harian,Michelle Permadi,08648542883,8,06:54,"Jl. Jl. Veteran No. 154, MALANG",S-2,650000,,,,,7.0,"Jl. Jalan Rumah Sakit No. 93, SURABAYA"
